bed,row,col,Unique.ID,height.cm,overhd.diam,overhd.perp,herbv.scale,survey.notes,survey.date
E,41,A,1601,,,,,,9/24/25
E,41,B,2194,,,,,,9/24/25
E,42,A,2627,,,,,,9/24/25
E,42,B,2434,,,,,,9/24/25
E,43,A,369,,,,,,9/24/25
E,43,B,1686,,,,,,9/24/25
E,44,A,NA,,,,,hole here,9/24/25
E,44,B,2273,,,,,,9/24/25
E,45,A,2208,,,,,,9/24/25
E,45,B,1902,,,,,,9/24/25
E,46,A,2304,,,,,,9/24/25
E,46,B,2613,,,,,,9/24/25
E,47,A,NA,,,,,hole here,9/24/25
E,47,B,2586,,,,,,9/24/25
E,48,A,2164,,,,,,9/24/25
E,48,B,1974,,,,,,9/24/25
E,49,A,buffer,,,,,,9/24/25
E,49,B,2503,,,,,,9/24/25
E,50,A,2458,,,,,,9/24/25
E,50,B,1193,,,,,,9/24/25
E,51,A,334,,,,,,9/24/25
E,51,B,1800,,,,,,9/24/25
E,52,A,buffer,,,,,,9/24/25
E,52,B,buffer,,,,,,9/24/25
E,16,D,NA,,,,,,9/24/25
E,17,C,1657,,,,,,9/24/25
E,17,D,2174,,,,,,9/24/25
E,18,C,2057,,,,,,9/24/25
E,18,D,2122,,,,,,9/24/25
E,19,C,2040,,,,,,9/24/25
E,19,D,buffer,,,,,,9/24/25
E,20,C,2190,,,,,,9/24/25
E,20,D,2626,,,,,,9/24/25
E,21,C,1781,,,,,,9/24/25
E,21,D,2416,,,,,,9/24/25
E,22,C,2036,,,,,,9/24/25
E,22,D,2428,,,,,,9/24/25
E,23,C,2409,,,,,,9/24/25
E,23,D,2325,,,,,,9/24/25
E,24,C,2585,,,,,,9/24/25
E,24,D,2502,,,,,,9/24/25
E,25,C,2080,,,,,,9/24/25
E,25,D,2067,,,,,,9/24/25
E,26,C,1623,,,,,,9/24/25
E,26,D,2091,,,,,,9/24/25
E,27,C,1658,,,,,,9/24/25
E,27,D,79,,,,,,9/24/25
E,28,C,2637,,,,,,9/24/25
E,28,D,1870,,,,,,9/24/25
E,29,C,2348,,,,,,9/24/25
E,29,D,buffer,,,,,,9/24/25
E,30,C,NA,,,,,,9/24/25
E,30,D,buffer,,,,,,9/24/25
E,41,C,2477,,,,,,9/24/25
E,41,D,2259,,,,,,9/24/25
E,42,C,2473,,,,,,9/24/25
E,42,D,2245,,,,,,9/24/25
E,43,C,2648,,,,,,9/24/25
E,43,D,2134,,,,,,9/24/25
E,44,C,2426,,,,,,9/24/25
E,44,D,1763,,,,,,9/24/25
E,45,C,buffer,,,,,,9/24/25
E,45,D,buffer,,,,,,9/24/25
E,46,C,2297,,,,,,9/24/25
E,46,D,2628,,,,,,9/24/25
E,47,C,2594,,,,,,9/24/25
E,47,D,2011,,,,,,9/24/25
E,48,C,2081,,,,,,9/24/25
E,48,D,2568,,,,,,9/24/25
E,49,C,380,,,,,,9/24/25
E,49,D,2600,,,,,,9/24/25
E,50,C,1809,,,,,,9/24/25
E,50,D,2308,,,,,,9/24/25
E,51,C,1715,,,,,,9/24/25
E,51,D,2385,,,,,,9/24/25
E,52,C,buffer,,,,,,9/24/25
E,52,D,buffer,,,,,,9/24/25
F,1,A,buffer,,,,,,9/24/25
F,1,B,buffer,,,,,,9/24/25
F,2,A,buffer,,,,,,9/24/25
F,2,B,buffer,,,,,,9/24/25
F,3,A,buffer,,,,,,9/24/25
F,3,B,buffer,,,,,,9/24/25
F,4,A,1842,,,,,,9/24/25
F,4,B,2528,,,,,,9/24/25
F,5,A,1783,,,,,,9/24/25
F,5,B,NA,,,,,,9/24/25
F,6,A,2333,,,,,,9/24/25
F,6,B,2377,,,,,,9/24/25
F,7,A,1859,,,,,,9/24/25
F,7,B,buffer,,,,,,9/24/25
F,8,A,2048,,,,,,9/24/25
F,8,B,2015,,,,,,9/24/25
F,9,A,2449,,,,,,9/24/25
F,9,B,1892,,,,,,9/24/25
F,10,A,2616,,,,,,9/24/25
F,10,B,1659,,,,,,9/24/25
F,11,A,2288,,,,,,9/24/25
F,11,B,2533,,,,,,9/24/25
F,12,A,2494,,,,,,9/24/25
F,12,B,2136,,,,,,9/24/25
F,13,A,2109,,,,,,9/24/25
F,13,B,buffer,,,,,,9/24/25
F,14,A,1662,,,,,,9/24/25
F,14,B,2433,,,,,,9/24/25
F,15,A,2631,,,,,,9/24/25
F,15,B,2611,,,,,,9/24/25
F,16,A,1463,,,,,,9/24/25
F,16,B,2196,,,,,,9/24/25
F,17,A,2289,,,,,,9/24/25
F,17,B,1912,,,,,,9/24/25
F,18,A,2035,,,,,,9/24/25
F,18,B,2459,,,,,,9/24/25
F,19,A,1989,,,,,,9/24/25
F,19,B,2341,,,,,,9/24/25
F,20,A,buffer,,,,,,9/24/25
F,20,B,2603,,,,,,9/24/25
F,21,A,2110,,,,,,9/24/25
F,21,B,2350,,,,,,9/24/25
F,22,A,buffer,,,,,,9/24/25
F,22,B,2010,,,,,,9/24/25
F,23,A,1602,,,,,,9/24/25
F,23,B,2462,,,,,,9/24/25
F,24,A,2247,,,,,,9/24/25
F,24,B,2027,,,,,,9/24/25
F,25,A,buffer,,,,,,9/24/25
F,25,B,2530,,,,,,9/24/25
F,26,A,1811,,,,,,9/24/25
F,26,B,1692,,,,,,9/24/25
F,27,A,2514,,,,,,9/24/25
F,27,B,2581,,,,,,9/24/25
F,28,A,1724,,,,,,9/24/25
F,28,B,2571,,,,,,9/24/25
F,29,A,NA,,,,,,9/24/25
F,29,B,NA,,,,,,9/24/25
F,39,A,861,,,,,,9/24/25
F,39,B,buffer,,,,,,9/24/25
F,40,A,buffer,,,,,,9/24/25
F,40,B,NA,,,,,,9/24/25
F,41,A,1880,,,,,,9/24/25
F,41,B,buffer,,,,,,9/24/25
F,42,A,1773,,,,,,9/24/25
F,42,B,1924,,,,,,9/24/25
F,43,A,1959,,,,,,9/24/25
F,43,B,2285,,,,,,9/24/25
F,44,A,2214,,,,,,9/24/25
F,44,B,2570,,,,,,9/24/25
F,45,A,1871,,,,,,9/24/25
F,45,B,2290,,,,,,9/24/25
F,46,A,buffer,,,,,,9/24/25
F,46,B,buffer,,,,,,9/24/25
F,47,A,buffer,,,,,,9/24/25
F,47,B,buffer,,,,,,9/24/25
F,1,C,buffer,,,,,,9/24/25
F,1,D,buffer,,,,,,9/24/25
F,2,C,buffer,,,,,,9/24/25
F,2,D,buffer,,,,,,9/24/25
F,3,C,buffer,,,,,,9/24/25
F,3,D,buffer,,,,,,9/24/25
F,4,C,2349,,,,,,9/24/25
F,4,D,2482,,,,,,9/24/25
F,5,C,1688,,,,,,9/24/25
F,5,D,2497,,,,,,9/24/25
F,6,C,NA,,,,,,9/24/25
F,6,D,565,,,,,,9/24/25
F,7,C,2002,,,,,,9/24/25
F,7,D,2117,,,,,,9/24/25
F,8,C,buffer,,,,,,9/24/25
F,8,D,2267,,,,,,9/24/25
F,9,C,2087,,,,,,9/24/25
F,9,D,2195,,,,,,9/24/25
F,10,C,2189,,,,,,9/24/25
F,10,D,2474,,,,,,9/24/25
F,11,C,2281,,,,,,9/24/25
F,11,D,2511,,,,,,9/24/25
F,12,C,2246,,,,,,9/24/25
F,12,D,buffer,,,,,,9/24/25
F,13,C,buffer,,,,,,9/24/25
F,13,D,2481,,,,,,9/24/25
F,14,C,2404,,,,,,9/24/25
F,14,D,2447,,,,,,9/24/25
F,15,C,2334,,,,,,9/24/25
F,15,D,2371,,,,,,9/24/25
F,16,C,2294,,,,,,9/24/25
F,16,D,2126,,,,,,9/24/25
F,17,C,1771,,,,,,9/24/25
F,17,D,buffer,,,,,,9/24/25
F,18,C,2298,,,,,,9/24/25
F,18,D,64,,,,,,9/24/25
F,19,C,2167,,,,,,9/24/25
F,19,D,2506,,,,,,9/24/25
F,20,C,2262,,,,,,9/24/25
F,20,D,381,,,,,,9/24/25
F,21,C,1869,,,,,,9/24/25
F,21,D,NA,,,,,unplantable,9/24/25
F,22,C,buffer,,,,,,9/24/25
F,22,D,2443,,,,,,9/24/25
F,23,C,2082,,,,,,9/24/25
F,23,D,1843,,,,,,9/24/25
F,24,C,2271,,,,,,9/24/25
F,24,D,2629,,,,,,9/24/25
F,25,C,2545,,,,,,9/24/25
F,25,D,2448,,,,,,9/24/25
F,26,C,2139,,,,,,9/24/25
F,26,D,2587,,,,,,9/24/25
F,27,C,2016,,,,,,9/24/25
F,27,D,1914,,,,,,9/24/25
F,28,C,2438,,,,,,9/24/25
F,28,D,2003,,,,,,9/24/25
F,29,C,NA,,,,,,9/24/25
F,29,D,NA,,,,,,9/24/25
F,40,C,1983,,,,,,9/24/25
F,40,D,2529,,,,,,9/24/25
F,41,C,1693,,,,,,9/24/25
F,41,D,314,,,,,,9/24/25
F,42,C,2013,,,,,,9/24/25
F,42,D,2315,,,,,,9/24/25
F,43,C,2401,,,,,,9/24/25
F,43,D,1725,,,,,,9/24/25
F,44,C,buffer,,,,,,9/24/25
F,44,D,2140,,,,,,9/24/25
F,45,C,2407,,,,,,9/24/25
F,45,D,2546,,,,,,9/24/25
F,46,C,buffer,,,,,,9/24/25
F,46,D,buffer,,,,,,9/24/25
F,47,C,buffer,,,,,,9/24/25
F,47,D,buffer,,,,,,9/24/25
G,1,A,buffer,,,,,,9/24/25
G,1,B,buffer,,,,,,9/24/25
G,2,A,buffer,,,,,,9/24/25
G,2,B,buffer,,,,,,9/24/25
G,3,A,buffer,,,,,,9/24/25
G,3,B,buffer,,,,,,9/24/25
G,4,A,2460,,,,,,9/24/25
G,4,B,2053,,,,,,9/24/25
G,5,A,1812,,,,,dead pre-planting,9/24/25
G,5,B,2491,,,,,,9/24/25
G,6,A,2092,,,,,,9/24/25
G,6,B,1604,,,,,,9/24/25
G,7,A,2335,,,,,,9/24/25
G,7,B,2351,,,,,,9/24/25
G,8,A,2513,,,,,,9/24/25
G,8,B,2112,,,,,,9/24/25
G,9,A,2299,,,,,,9/24/25
G,9,B,1845,,,,,,9/24/25
G,10,A,2588,,,,,,9/24/25
G,10,B,2248,,,,,,9/24/25
G,11,A,2232,,,,,dead pre-planting,9/24/25
G,11,B,2372,,,,,,9/24/25
G,12,A,2263,,,,,,9/24/25
G,12,B,2436,,,,,,9/24/25
G,13,A,2021,,,,,,9/24/25
G,13,B,buffer,,,,,,9/24/25
G,14,A,2547,,,,,,9/24/25
G,14,B,2250,,,,,,9/24/25
G,15,A,2280,,,,,,9/24/25
G,15,B,1814,,,,,,9/24/25
G,16,A,1797,,,,,,9/24/25
G,16,B,2435,,,,,,9/24/25
G,17,A,2572,,,,,,9/24/25
G,17,B,1925,,,,,,9/24/25
G,18,A,2264,,,,,,9/24/25
G,18,B,2508,,,,,,9/24/25
G,19,A,2441,,,,,,9/24/25
G,19,B,2215,,,,,,9/24/25
G,20,A,2599,,,,,,9/24/25
G,20,B,2589,,,,,,9/24/25
G,21,A,1846,,,,,,9/24/25
G,21,B,2184,,,,,,9/24/25
G,22,A,2084,,,,,,9/24/25
G,22,B,2424,,,,,,9/24/25
G,23,A,1776,,,,,,9/24/25
G,23,B,2198,,,,,,9/24/25
G,24,A,1694,,,,,,9/24/25
G,24,B,2536,,,,,,9/24/25
G,25,A,2355,,,,,,9/24/25
G,25,B,2456,,,,,,9/24/25
G,26,A,2561,,,,,,9/24/25
G,26,B,2496,,,,,,9/24/25
G,27,A,buffer,,,,,,9/24/25
G,27,B,2612,,,,,,9/24/25
G,28,A,2144,,,,,,9/24/25
G,28,B,2565,,,,,,9/24/25
G,29,A,2251,,,,,,9/24/25
G,29,B,2216,,,,,,9/24/25
G,30,A,195,,,,,,9/24/25
G,30,B,2157,,,,,,9/24/25
G,31,A,2469,,,,,,9/24/25
G,31,B,2615,,,,,,9/24/25
G,32,A,2287,,,,,,9/24/25
G,32,B,2199,,,,,,9/24/25
G,33,A,2465,,,,,,9/24/25
G,33,B,2500,,,,,,9/24/25
G,34,A,1847,,,,,,9/24/25
G,34,B,2114,,,,,,9/24/25
G,35,A,2535,,,,,,9/24/25
G,35,B,2188,,,,,,9/24/25
G,36,A,2548,,,,,,9/24/25
G,36,B,1732,,,,,,9/24/25
G,37,A,buffer,,,,,,9/24/25
G,37,B,2527,,,,,,9/24/25
G,38,A,1697,,,,,,9/24/25
G,38,B,1330,,,,,,9/24/25
G,39,A,2618,,,,,,9/24/25
G,39,B,2094,,,,,,9/24/25
G,40,A,2171,,,,,,9/24/25
G,40,B,2270,,,,,,9/24/25
G,41,A,2229,,,,,,9/24/25
G,41,B,706,,,,,,9/24/25
G,42,A,buffer,,,,,,9/24/25
G,42,B,1464,,,,,,9/24/25
G,43,A,buffer,,,,,,9/24/25
G,44,A,buffer,,,,,,9/24/25
G,44,B,buffer,,,,,,9/24/25
G,45,A,buffer,,,,,,9/24/25
G,45,B,buffer,,,,,,9/24/25
G,1,C,buffer,,,,,,9/24/25
G,1,D,buffer,,,,,,9/24/25
G,2,C,buffer,,,,,,9/24/25
G,2,D,buffer,,,,,,9/24/25
G,3,C,buffer,,,,,,9/24/25
G,3,D,buffer,,,,,,9/24/25
G,4,C,2632,,,,,,9/24/25
G,4,D,1100,,,,,,9/24/25
G,5,C,2083,,,,,,9/24/25
G,5,D,YO7_5_7,,,,,,9/24/25
G,6,C,2537,,,,,,9/24/25
G,6,D,2560,,,,,,9/24/25
G,7,C,2306,,,,,,9/24/25
G,7,D,2024,,,,,,9/24/25
G,8,C,2598,,,,,,9/24/25
G,8,D,530,,,,,,9/24/25
G,9,C,2008,,,,,,9/24/25
G,9,D,buffer,,,,,,9/24/25
G,10,C,2197,,,,,,9/24/25
G,10,D,buffer,,,,,,9/24/25
G,11,C,2495,,,,,,9/24/25
G,11,D,2089,,,,,,9/24/25
G,12,C,buffer,,,,,,9/24/25
G,12,D,buffer,,,,,,9/24/25
G,13,C,2645,,,,,,9/24/25
G,13,D,1729,,,,,,9/24/25
G,14,C,2142,,,,,,9/24/25
G,14,D,2352,,,,,,9/24/25
G,15,C,NA,,,,,rock here,9/24/25
G,15,D,2639,,,,,,9/24/25
G,16,C,1979,,,,,,9/24/25
G,16,D,1863,,,,,,9/24/25
G,17,C,2517,,,,,,9/24/25
G,17,D,NA,,,,,rock here,9/24/25
G,18,C,2300,,,,,,9/24/25
G,18,D,2553,,,,,,9/24/25
G,19,C,2464,,,,,,9/24/25
G,19,D,2556,,,,,,9/24/25
G,20,C,2614,,,,,,9/24/25
G,20,D,2295,,,,,,9/24/25
G,21,C,2233,,,,,,9/24/25
G,21,D,2336,,,,,,9/24/25
G,22,C,2439,,,,,,9/24/25
G,22,D,NA,,,,,,9/24/25
G,23,C,buffer,,,,,,9/24/25
G,23,D,NA,,,,,,9/24/25
G,24,C,2093,,,,,,9/24/25
G,24,D,2327,,,,,,9/24/25
G,25,C,1891,,,,,,9/24/25
G,25,D,1991,,,,,,9/24/25
G,26,C,2650,,,,,,9/24/25
G,26,D,2313,,,,,,9/24/25
G,27,C,1890,,,,,,9/24/25
G,27,D,2562,,,,,,9/24/25
G,28,C,2590,,,,,,9/24/25
G,28,D,2310,,,,,,9/24/25
G,29,C,2074,,,,,,9/24/25
G,29,D,NA,,,,,rock here,9/24/25
G,30,C,2635,,,,,,9/24/25
G,30,D,2575,,,,,,9/24/25
G,31,C,2019,,,,,,9/24/25
G,31,D,1765,,,,,,9/24/25
G,32,C,1815,,,,,,9/24/25
G,32,D,1872,,,,,,9/24/25
G,33,C,2421,,,,,,9/24/25
G,33,D,2604,,,,,,9/24/25
G,34,C,238,,,,,,9/24/25
G,34,D,2275,,,,,,9/24/25
G,35,C,1394,,,,,,9/24/25
G,35,D,2301,,,,,,9/24/25
G,36,C,1240,,,,,,9/24/25
G,36,D,733,,,,,,9/24/25
G,37,C,2049,,,,,,9/24/25
G,37,D,261,,,,,,9/24/25
G,38,C,1930,,,,,,9/24/25
G,38,D,1447,,,,,,9/24/25
G,39,C,2321,,,,,,9/24/25
G,39,D,2337,,,,,,9/24/25
G,40,C,2293,,,,,,9/24/25
G,40,D,1624,,,,,,9/24/25
G,41,C,2378,,,,,,9/24/25
G,41,D,2512,,,,,,9/24/25
G,42,C,2358,,,,,,9/24/25
G,42,D,buffer,,,,,,9/24/25
G,44,C,buffer,,,,,,9/24/25
G,44,D,buffer,,,,,,9/24/25
G,45,C,buffer,,,,,,9/24/25
G,45,D,buffer,,,,,,9/24/25
H,23,B,734,,,,,,9/24/25
I,9,B,391,,,,,,9/24/25
I,10,A,1272,,,,,,9/24/25
I,11,A,1250,,,,,,9/24/25
