block ,bed ,row ,col ,unique.ID ,height.cm ,overhd.diam ,overhd.perp ,herbiv.y.n ,survey.notes 
G ,D ,53,C ,310,,,,,6/25/24 wilting 
G ,D ,53,D ,742,,,,,
G ,D ,54,C ,1191,,,,,
G ,D ,54,D ,762,,,,,
NA ,D ,55,C ,SC_4_8 ,NA ,NA ,NA ,NA ,8/20 tape Wilting flowers/ lots of grass / 9/24 Already censused/buried 
G ,D ,55,D ,936,7.5,3,2.7,N ,
G ,D ,56,C ,511,,,,,
G ,D ,56,D ,608,7.3,3.6,1.5,N ,
G ,D ,57,C ,NA ,,,,,
G ,D ,57,D ,NA ,,,,,
G ,D ,58,C ,buffer ,,,,,
G ,D ,58,D ,buffer ,,,,,
G ,D ,59,C ,buffer ,,,,,
G ,D ,59,D ,buffer ,,,,,
H ,E ,1,A ,buffer ,,,,,
H ,E ,1,B ,buffer ,,,,,
H ,E ,2,A ,buffer ,,,,,
H ,E ,2,B ,buffer ,,,,,
H ,E ,3,A ,buffer ,,,,,
H ,E ,3,B ,buffer ,,,,,
H ,E ,4,A ,NA ,,,,,
H ,E ,4,B ,NA ,,,,,
H ,E ,5,A ,958,,,,,6/25/24 wilting 
H ,E ,5,B ,218,,,,,Stem bent at planting 
H ,E ,6,B ,498,,,,,6/25/24 wilting 
H ,E ,7,A ,700,,,,,
H ,E ,7,B ,1496,,,,,7/2 wilting 
H ,E ,8,A ,883,,,,,7/9 wilting 
NA ,E ,8,B ,TM2_6_2 ,,,,,TM2 fruiting from 2023 
H ,E ,9,A ,928,,,,,6/25/24 wilted 
H ,E ,10,A ,399,11,6.3,4,Y ,
H ,E ,10,B ,727,,,,,6/25/24 wilted 
H ,E ,11,A ,566,,,,,6/25/24 wilted 
H ,E ,11,B ,998,,,,,7/2 wilting 7/23 red pick no date 
H ,E ,12,A ,158,,,,,
H ,E ,12,B ,1253,,,,,7/9 wilting 
H ,E ,13,A ,454,,,,,6/25/24 wilting 
H ,E ,14,A ,173,,,,,
H ,E ,14,B ,25,,,,,
H ,E ,15,A ,8,,,,,
H ,E ,15,B ,777,,,,,6/25/24 wilted 
H ,E ,16,A ,690,,,,,7/2 wilting 
H ,E ,16,B ,206,,,,,6/25/24 wilted 7/2 wilting 7/23 red pick no date 
H ,E ,17,A ,770,,,,,
H ,E ,17,B ,944,NA ,NA ,NA ,NA ,dead 
H ,E ,18,A ,916,,,,,
H ,E ,18,B ,372,9.6,5,2.9,Y ,
H ,E ,19,A ,78,,,,,6/25/24 wilting 
H ,E ,19,B ,105,,,,,
H ,E ,20,A ,271,,,,,7/9 wilting 
H ,E ,20,B ,94,,,,,6/25/24 wilted 
NA ,E ,21,A ,CC_5_10 ,,,,,8/13/24 tape fruit 8/27 branch snapped at base 8/27 collected fruit 
H ,E ,21,B ,NA ,,,,,
NA ,E ,22,A ,IH_2_10 ,,,,,7/23 wilted 
H ,E ,22,B ,NA ,,,,,
I ,E ,23,A ,400,5.5,2,1,N ,
NA ,E ,23,B ,WR_3_2 ,NA ,NA ,NA ,NA ,7/16 Snapped side stem/small flowers 8/20 tane /censused 
I ,E ,24,A ,761,,,,,7/23 wilted 
I ,E ,24,B ,431,,,,,
I ,E ,25,A ,1429,,,,,7/2 wilting 
NA ,E ,25,B ,TM2_1_15 ,,,,,TM2 fruiting from 2023 
I ,E ,26,A ,296,,,,,
I ,E ,26,B ,563,,,,,
I ,E ,27,A ,95,3.9,2,2,N ,
I ,E ,27,B ,1319,,,,,7/9 wilting 
I ,E ,28,A ,715,,,,,Dead at planting 
I ,E ,28,B ,151,,,,,6/25/24 wilted 
NA ,E ,29,A ,TM2_1_9 ,,,,,TM2 fruiting from 2023 
I ,E ,29,B ,707,,,,,Very small no leaves / buried under soil at planting 
I ,E ,41,A ,1342,,,,,6/25/24 wilted 
I ,E ,41,B ,851,,,,,
I ,E ,42,A ,207,,,,,6/25/24 wilted 
I ,E ,42,B ,1248,,,,,6/25/24 wilted 
I ,E ,43,A ,369,12.1,2.5,1.9,Y ,7/23 wilted 
I ,E ,43,B ,1389,,,,,6/25/24 wilted 
I ,E ,44,A ,168,,,,,6/25/24 wilted 
NA ,E ,44,B ,SC_4_10 ,NA ,NA ,NA ,NA ,8/20 tape /censused 
I ,E ,45,A ,1025,,,,,6/25/24 plant gone 
I ,E ,45,B ,142,,,,,
I ,E ,46,A ,1147,,,,,
NA ,E ,46,B ,IH_3_11 ,NA ,NA ,NA ,NA ,8/20 tape /censused 
NA ,E ,47,A ,BH_4_11 ,NA ,NA ,NA ,NA ,9/3 missing tag/censused 
I ,E ,47,B ,505,,,,,6/25/24 wilting 
NA ,E ,48,A ,SC_5_11 ,NA ,NA ,NA ,NA ,censused 
I ,E ,48,B ,1037,,,,,
NA ,E ,49,A ,YO7_4_3 ,NA ,NA ,NA ,NA ,censused 6/25/24 started budding last week 
NA ,E ,49,B ,TM2_6_4 ,NA ,NA ,NA ,NA ,censused 7/23 missed FL date 8/20 tape 
I ,E ,50,A ,774,,,,,6/25/24 wilting 
I ,E ,50,B ,1193,11.6,2.4,2.1,N ,
I ,E ,51,A ,334,7.5,2.6,1.1,N ,
I ,E ,51,B ,NA ,,,,,
I ,E ,52,A ,buffer ,,,,,
I ,E ,52,B ,buffer ,,,,,
I ,E ,53,A ,buffer ,,,,,
I ,E ,53,B ,buffer ,,,,,
H ,E ,1,C ,buffer ,,,,,
H ,E ,1,D ,buffer ,,,,,
H ,E ,2,C ,buffer ,,,,,
H ,E ,2,D ,buffer ,,,,,
H ,E ,3,C ,buffer ,,,,,
H ,E ,3,D ,buffer ,,,,,
H ,E ,4,C ,1457,,,,,
H ,E ,4,D ,1234,,,,,
H ,E ,5,C ,250,,,,,6/25/24 wilted 
H ,E ,5,D ,875,,,,,
H ,E ,6,C ,527,,,,,6/25/24 wilted 
H ,E ,6,D ,743,,,,,
H ,E ,7,C ,1103,,,,,
H ,E ,7,D ,1406,5.5,4.2,4.1,Y ,
H ,E ,8,C ,1212,,,,,6/25/24 roots exposed 
H ,E ,8,D ,486,,,,,6/25/24 wilting 
H ,E ,9,C ,293,,,,,
H ,E ,9,D ,1335,,,,,
H ,E ,10,C ,1247,,,,,6/25/24 wilting 
H ,E ,10,D ,1192,,,,,6/25/24 wilting 
H ,E ,11,C ,682,,,,,
H ,E ,11,D ,378,,,,,6/25/24 wilting 
H ,E ,12,C ,235,,,,,6/25/24 wilting 
H ,E ,12,D ,909,,,,,6/25/24 wilting 7/2/24 wilting 
H ,E ,13,C ,605,,,,,
H ,E ,13,D ,1490,7,6.1,5.6,Y ,
H ,E ,14,C ,308,,,,,6/25/24 wilting 
H ,E ,14,D ,437,,,,,
H ,E ,15,C ,517,,,,,6/25/24 wilting 
H ,E ,16,C ,140,,,,,
H ,E ,17,C ,116,,,,,6/25/24 wilting 
H ,E ,17,D ,545,,,,,6/25/24 roots exposed 
H ,E ,18,C ,1167,,,,,6/25/24 wilted 
H ,E ,18,D ,178,,,,,6/25/24 wilted 
H ,E ,19,C ,1388,,,,,7/2/24 wilting 
H ,E ,19,D ,255,7.5,3.4,2,Y ,
H ,E ,20,C ,NA ,,,,,
NA ,E ,20,D ,BH_2_10 ,NA ,NA ,NA ,NA ,8/20 tape /9/24 Already censused
NA ,E ,21,C ,YO7_5_5 ,,,,,
H ,E ,21,D ,NA ,,,,,
I ,E ,22,C ,568,,,,,
I ,E ,22,D ,1235,,,,,
NA ,E ,23,C ,BH_1_10 ,,,,,
NA ,E ,23,D ,IH_5_10 ,,,,,7/23 dying 
I ,E ,24,C ,272,,,,,6/25/24 wilted 
I ,E ,24,D ,117,,,,,6/25/24 wilted 
I ,E ,25,C ,244,,,,,
I ,E ,25,D ,637,5,5.3,4.4,Y ,
I ,E ,26,C ,106,,,,,
I ,E ,26,D ,26,,,,,
NA ,E ,27,C ,BH_4_10 ,NA ,NA ,NA ,NA ,5/20 tape /9/24 Already censused 
I ,E ,27,D ,79,9.7,3.7,3.5,Y ,
I ,E ,28,C ,744,,,,,6/25/24 roots exposed 
I ,E ,28,D ,9,,,,,Very small / buried under soil at planting 
I ,E ,29,C ,182,,,,,
NA ,E ,29,D ,IH_4_10 ,NA ,NA ,NA ,NA ,8/20 tape 9/24 Already censused
I ,E ,41,C ,956,,,,,
I ,E ,41,D ,904,,,,,
I ,E ,42,C ,1424,,,,,
I ,E ,42,D ,256,,,,,
I ,E ,43,C ,1259,,,,,
NA ,E ,43,D ,IH_1_10 ,,,,,
I ,E ,44,C ,470,,,,,6/25/24 wilted 
I ,E ,44,D ,940,,,,,
I ,E ,45,C ,1120,,,,,
I ,E ,45,D ,471,,,,,
I ,E ,46,C ,594,,,,,Broken stem at planting 
I ,E ,46,D ,549,,,,,
I ,E ,47,C ,216,,,,,6/25/24 wilted 
I ,E ,47,D ,500,,,,,
I ,E ,48,C ,328,4.7,NA ,NA ,NA ,9/24 No leaves 
I ,E ,48,D ,728,,,,,6/25/24 wilted 
I ,E ,49,C ,380,7.9,1.6,1.4,N ,
I ,E ,49,D ,519,,,,,
I ,E ,50,C ,318,,,,,
NA ,E ,50,D ,IH_5_11 ,,,,,8/13/24 Harvest fruit 
I ,E ,51,C ,NA ,,,,,
I ,E ,51,D ,NA ,,,,,
I ,E ,52,C ,buffer ,,,,,
I ,E ,52,D ,buffer ,,,,,
I ,E ,53,C ,buffer ,,,,,
I ,E ,53,D ,buffer ,,,,,
J ,F ,1,A ,buffer ,,,,,
J ,F ,1,B ,buffer ,,,,,
J ,F ,2,A ,buffer ,,,,,
J ,F ,2,B ,buffer ,,,,,
J ,F ,3,A ,buffer ,,,,,
J ,F ,3,B ,buffer ,,,,,
J ,F ,4,A ,NA ,,,,,
J ,F ,4,B ,12,,,,,
J ,F ,5,A ,952,,,,,6/25/24 wilted 
J ,F ,6,A ,768,,,,,6/25/24 wilted 
J ,F ,6,B ,1118,,,,,No leaves at planting 
J ,F ,7,A ,993,,,,,6/25/24 wilted 
NA ,F ,7,B ,IH_1_12 ,22.4,5.6,0.6,N ,8/6 No leaves or buds 8/27 dying 
J ,F ,8,A ,535,,,,,6/25/24 wilted 
J ,F ,8,B ,729,,,,,7/9 gone 
J ,F ,9,A ,273,,,,,6/25/24 wilted 
J ,F ,9,B ,1390,,,,,7/23 stem broken/wilted 
J ,F ,10,A ,1169,,,,,
J ,F ,10,B ,1146,,,,,6/25/24 wilted 
J ,F ,11,A ,23,,,,,exposed roots / reburied 6/25/24 wilting 
J ,F ,11,B ,510,,,,,
J ,F ,12,A ,80,,,,,
J ,F ,12,B ,1178,,,,,6/25/24 wilted 
J ,F ,13,A ,645,,,,,
J ,F ,13,B ,160,,,,,7/9/24 wilted 
J ,F ,14,A ,529,,,,,
J ,F ,14,B ,1251,4.2,3.8,3.6,Y ,
J ,F ,15,A ,712,,,,,
J ,F ,15,B ,1200,,,,,
J ,F ,16,A ,1463,3.4,2.5,1.3,Y ,
J ,F ,16,B ,401,NA ,NA ,NA ,NA ,9/3 dying Dead 
J ,F ,17,A ,146,,,,,
J ,F ,17,B ,377,4.7,0.5,0.3,Y ,Heavy herbivory 9/24
J ,F ,18,A ,131,,,,,
J ,F ,18,B ,208,9.9,4.9,4.5,Y ,
K ,F ,19,A ,1061,,,,,
K ,F ,19,B ,NA ,,,,,
K ,F ,20,A ,1321,7.6,5.1,2.4,Y ,
K ,F ,20,B ,1338,,,,,
K ,F ,21,A ,1270,,,,,6/18 extremely wilted 
K ,F ,21,B ,520,8.1,1.7,1.1,Y ,19/24 Heavy herbivory
K ,F ,22,A ,492,9.6,4.2,3.8,Y ,
K ,F ,22,B ,515,,,,,
K ,F ,23,A ,1170,,,,,
K ,F ,23,B ,108,,,,,7/23 red pick no date 
NA ,F ,24,A ,TM2_2_4 ,,,,,mistakenly coded as TM2-fruiting prior 7/23 / had fruits in 2023 and survived winter maybe dead earlier 
K ,F ,24,B ,81,,,,,
K ,F ,25,A ,402,7.1,7.1,2.2,Y ,
K ,F ,25,B ,367,,,,,
NA ,F ,26,A ,WL2_8_4 ,,,,,6/25/24 was budding last week/not marked 8/13 Harvest fruit 8/27 FR 
K ,F ,26,B ,13,,,,,
K ,F ,27,A ,1391,,,,,6/25/24 wilted 
K ,F ,27,B ,138,,,,,
K ,F ,39,A ,861,7.1,3.2,2.3,N,
K ,F ,39,B ,1237,NA ,NA ,NA ,NA ,8/27 Wilted / 9/3 no leaves Stem turgid 9/27 Dead
K ,F ,40,A ,1009,NA ,NA ,NA ,NA ,9/3 roots exposed Dead 9/24 
K ,F ,40,B ,NA ,,,,,
K ,F ,41,A ,425,,,,,8/27 broke at base 
K ,F ,41,B ,547,8.5,2.7,2.1,N,
K ,F ,42,A ,1179,,,,,
NA ,F ,42,B ,CC_3_11 ,NA ,NA ,NA ,NA ,7/16 tiny flowers 8/2 tape census
K ,F ,43,A ,678,,,,,6/18/24 extremely wilted 
NA ,F ,43,B ,CC_8_11 ,NA ,NA ,NA ,NA ,8/27 no Fruits census
K ,F ,44,A ,NA ,,,,,
K ,F ,44,B ,NA ,,,,,
K ,F ,45,A ,172,,,,,6/25/24 wilted 
L ,F ,45,B ,896,,,,,Dead at planting 
L ,F ,46,A ,buffer ,,,,,
L ,F ,46,B ,buffer ,,,,,
L ,F ,47,A ,buffer ,,,,,
L ,F ,47,B ,buffer ,,,,,
J ,F ,1,C ,buffer ,,,,,
J ,F ,1,D ,buffer ,,,,,
J ,F ,2,C ,buffer ,,,,,
J ,F ,2,D ,buffer ,,,,,
J ,F ,3,C ,buffer ,,,,,
J ,F ,3,D ,buffer ,,,,,
J ,F ,4,C ,1047,,,,,6/25/24 wilted 
J ,F ,4,D ,472,,,,,6/25/24 wilted 
J ,F ,5,C ,NA ,,,,,
J ,F ,5,D ,820,,,,,6/25/24 wilted 
J ,F ,6,C ,745,,,,,
J ,F ,6,D ,565,4.4,2.5,2.1,Y ,
J ,F ,7,C ,1236,,,,,
J ,F ,7,D ,1249,NA ,NA ,NA ,NA ,Dead 9/24 
NA ,F ,8,C ,SC_6_12 ,4.6,2.2,1.9,Y ,
J ,F ,8,D ,496,,,,,
J ,F ,9,C ,930,,,,,6/18/24 no leaves 
J ,F ,9,D ,1065,,,,,
J ,F ,10,C ,NA ,,,,,
J ,F ,10,D ,115,,,,,6/25/24 wilted 
J ,F ,11,C ,965,,,,,6/25/24 wilted 
J ,F ,11,D ,257,,,,,extremly wilted 
J ,F ,12,C ,1440,,,,,7/9/24 wilted 
J ,F ,12,D ,107,,,,,6/25/24 wilted 
J ,F ,13,C ,432,,,,,
J ,F ,13,D ,188,,,,,6/25/24 wilted 
J ,F ,14,C ,357,,,,,7/9/24 wilted 
J ,F ,14,D ,302,,,,,7/23 wilted 
J ,F ,15,C ,455,,,,,
J ,F ,15,D ,689,,,,,
J ,F ,16,C ,316,,,,,6/18/24 roots exposed/reburied 6/25/24 wilted 
J ,F ,16,D ,NA ,,,,,
J ,F ,17,C ,1008,,,,,
J ,F ,17,D ,NA ,,,,,
J ,F ,18,C ,1453,,,,,
J ,F ,18,D ,64,4.7,3.3,1.9,N,
J ,F ,19,C ,NA ,,,,,
K ,F ,19,D ,217,,,,,6/25/24 wilted 
K ,F ,20,C ,1222,,,,,
K ,F ,20,D ,381,6.6,5.6,2.9,Y ,
K ,F ,21,C ,258,,,,,6/25/24 wilted 
K ,F ,21,D ,730,,,,,7/23 wilted 
K ,F ,22,C ,295,7,4.9,4,Y ,
K ,F ,22,D ,209,,,,,
NA ,F ,23,C ,SC_2_23 ,NA ,NA ,NA ,NA ,8/20 tape census
K ,F ,23,D ,473,,,,,
K ,F ,24,C ,274,,,,,6/25/24 wilted 
K ,F ,24,D ,1297,,,,,
K ,F ,25,C ,746,,,,,7/23 wilted 
K ,F ,25,D ,991,,,,,
K ,F ,26,C ,122,,,,,
K ,F ,26,D ,346,,,,,
K ,F ,27,C ,1405,,,,,
K ,F ,27,D ,908,,,,,Possible herbivory on stem at planting / no leaves. 
K ,F ,38,D ,709,,,,,7/2 base of Stem dying 
K ,F ,39,C ,571,,,,,
K ,F ,39,D ,179,,,,,
K ,F ,40,C ,65,,,,,6/25/24 wilting 
K ,F ,40,D ,554,,,,,6/25/24 wilting 
K ,F ,41,C ,329,,,,,6/25/24 wilted 
K ,F ,41,D ,314,7.7,3.5,2.6,N ,
K ,F ,42,C ,147,,,,,6/25/24 wilted 
K ,F ,42,D ,927,,,,,6/25/24 wilted 
NA ,F ,43,C ,CC_9_11 ,NA ,NA ,NA ,NA ,7/23 FLS dead census
K ,F ,43,D ,652,,,,,6/25/24 wilted / 7/2 base of stem dving 
NA ,F ,44,C ,IH_4_11 ,19.1,4.4,4,Y ,
K ,F ,44,D ,NA ,,,,,
K ,F ,45,C ,717,,,,,
L ,F ,45,D ,buffer ,,,,,
L ,F ,46,C ,66,,,,,6/18/24 roots exposed / reburied 
L ,F ,46,D ,1460,,,,,6/18/24 stem exposed / reburied 
L ,F ,47,C ,buffer ,,,,,
L ,F ,47,D ,buffer ,,,,,
L ,G ,1,A ,buffer ,,,,,
L ,G ,1,B ,buffer ,,,,,
L ,G ,2,A ,buffer ,,,,,
L ,G ,2,B ,buffer ,,,,,
L ,G ,3,A ,buffer ,,,,,
L ,G ,3,B ,buffer ,,,,,
L ,G ,4,A ,1238,8.6,5.7,3.7,Y ,
L ,G ,4,B ,456,,,,,
L ,G ,5,A ,1392,,,,,7/2 wilting 
NA ,G ,5,B ,IH_4_12 ,,,,,no leaves 
L ,G ,6,A ,82,,,,,6/25/24 wilted 
L ,G ,6,B ,14,,,,,6/25/24 wilted 
L ,G ,7,A ,537,,,,,herbivory 
L ,G ,7,B ,933,,,,,
NA ,G ,8,A ,YO7_6_15 ,NA ,NA ,NA ,NA ,7/16 remaining flowers are dry 7/23 healthy buds 8/6/24 fruits dving 8/13 annual census
L ,G ,8,B ,499,,,,,6/25/24 wilted 
L ,G ,9,A ,163,,,,,
L ,G ,9,B ,305,,,,,6/25/24 wilted 
L ,G ,10,A ,387,,,,,6/25/24 wilted 
L ,G ,10,B ,153,,,,,6/25/24 wilted 
L ,G ,11,A ,249,,,,,7/2 roots exposed reburned 
L ,G ,11,B ,747,,,,,7/9/24 wilted 
L ,G ,12,A ,892,,,,,6/25/24 wilted 
L ,G ,12,B ,731,,,,,7/2 wilting 
L ,G ,13,A ,606,,,,,6/18/24 very wilted/roots exposed 
L ,G ,13,B ,1501,,,,,6/18/24 roots exposed 6/25/24 wilted 
L ,G ,14,A ,365,,,,,
L ,G ,14,B ,461,,,,,
L ,G ,15,A ,275,,,,,
L ,G ,15,B ,997,,,,,6/25/24 wilted 
L ,G ,16,A ,1445,,,,,7/23 found alive but unsure if exptal plant 
L ,G ,16,B ,134,,,,,
L ,G ,17,A ,NA ,,,,,
L ,G ,17,B ,NA ,,,,,
M ,G ,18,A ,475,,,,,7/9/24 wilted 
M ,G ,18,B ,833,,,,,6/18/24 very wilted 
M ,G ,19,A ,802,,,,,6/25/24 wilted 
M ,G ,19,B ,1265,,,,,
M ,G ,20,A ,169,,,,,6/18/24 very wilted 
M ,G ,20,B ,460,,,,,
M ,G ,21,A ,1239,,,,,Dead at planting 
M ,G ,21,B ,710,,,,,6/18/24 wilted 
M ,G ,22,A ,1418,,,,,
M ,G ,22,B ,1456,,,,,
M ,G ,23,A ,994,,,,,
M ,G ,23,B ,550,,,,,
M ,G ,24,A ,1277,,,,,6/18/24 wilted 
M ,G ,24,B ,502,,,,,Stem partially broken at planting 
M ,G ,25,A ,1115,,,,,
M ,G ,25,B ,512,,,,,Stem partially broken at planting 
M ,G ,26,A ,561,,,,,6/25/24 wilted 
M ,G ,26,B ,276,,,,,6/18/24 wilted 
M ,G ,27,A ,388,,,,,
M ,G ,27,B ,748,,,,,6/18/24 wilted 
M ,G ,28,A ,152,,,,,
M ,G ,28,B ,440,,,,,6/18/24 wilted 
M ,G ,29,A ,1393,,,,,
M ,G ,29,B ,732,,,,,6/25/24 wilted 
M ,G ,30,A ,195,4,2.5,1.8,N ,
M ,G ,30,B ,NA ,,,,,
NA ,G ,31,A ,BH_7_13 ,,,,,7/16 dry damaged 7/30 flowers plant dving 
M ,G ,31,B ,NA ,,,,,
N ,G ,32,A ,1254,,,,,
N ,G ,32,B ,43,,,,,6/25/24 wilted 
N ,G ,33,A ,556,NA ,NA ,NA ,NA ,exposed roots Dead 9/24 census 
N ,G ,33,B ,84,,,,,6/25/24 wilted 
N ,G ,34,A ,143,,,,,very wilted 
N ,G ,34,B ,68,,,,,6/25/24 wilted 
N ,G ,35,A ,1057,,,,,Broken stem at planting 
N ,G ,35,B ,880,,,,,
N ,G ,36,A ,450,,,,,
N ,G ,36,B ,1410,,,,,7/2 wilting 
NA ,G ,37,A ,YO7_7_9 ,NA ,NA ,NA ,NA ,7/16 dry flowers very tiny 8/27 all fruit frail annual census 9/24
N ,G ,37,B ,836,,,,,6/25/24 wilted 
N ,G ,38,A ,111,,,,,
N ,G ,38,B ,1330,5.1,3.1,2.6,Y ,
NA ,G ,39,A ,TM2_7_17 ,,,,,TM2 fruiting from 2023 
N ,G ,39,B ,171,,,,,
NA ,G ,40,A ,TM2_3_7 ,,,,,TM2 fruiting from 2023 
N ,G ,40,B ,476,,,,,6/18/24 bent stem 
N ,G ,41,A ,1017,,,,,Very small and dying at planting 
N ,G ,41,B ,706,4.9,3.5,2.2,Y ,
N ,G ,42,A ,841,,,,,Very wilted 
N ,G ,42,B ,1464,3.6,2.8,2.1,N ,
NA ,G ,43,A ,IH_6_13 ,NA ,NA ,NA ,NA ,9/24 annual census
N ,G ,43,B ,534,,,,,6/25/24 wilted 
N ,G ,44,A ,buffer ,,,,,
N ,G ,44,B ,buffer ,,,,,
N ,G ,45,A ,buffer ,,,,,
N ,G ,45,B ,buffer ,,,,,
L ,G ,1,C ,buffer ,,,,,
L ,G ,1,D ,buffer ,,,,,
L ,G ,2,C ,buffer ,,,,,
L ,G ,2,D ,buffer ,,,,,
L ,G ,3,C ,buffer ,,,,,
L ,G ,3,D ,buffer ,,,,,
L ,G ,4,C ,721,,,,,6/25/24 wilted 
L ,G ,4,D ,1100,8.8,3.4,3.3,Y ,
L ,G ,5,C ,570,,,,,7/2 wilting 
NA ,G ,5,D ,YO7_5_7 ,NA ,NA ,NA ,NA ,assume yellow pick from 7/9 / 8/13 harvested fruit 9/24 census 
L ,G ,6,C ,1180,,,,,
NA ,G ,6,D ,IH_2_12 ,NA ,NA ,NA ,NA ,8/20 tape 9/24 Annual census
L ,G ,7,C ,516,,,,,Stem partially broken at planting 
NA ,G ,7,D ,BH_4_12 ,,,,,8/20 tape 8/27 harvested 
L ,G ,8,C ,1116,,,,,6/25/24 wilted 
L ,G ,8,D ,530,9.7,3.5,3.3,N ,
L ,G ,9,C ,474,,,,,
L ,G ,9,D ,555,9.5,4.1,3.9,Y ,
L ,G ,10,C ,1039,,,,,7/2 wilting 
L ,G ,10,D ,210,10.3,4.4,3.4,Y ,6/18 exposed Stem 7/23 not dead 
L ,G ,11,C ,970,,,,,
L ,G ,11,D ,33,,,,,
L ,G ,12,C ,194,,,,,
NA ,G ,12,D ,CC_5_12 ,,,,,
L ,G ,13,C ,184,,,,,
L ,G ,13,D ,259,,,,,6/25/24 wilted 
L ,G ,14,C ,109,,,,,
L ,G ,14,D ,120,,,,,Dead at planting 
L ,G ,15,C ,1166,,,,,
L ,G ,15,D ,644,,,,,6/18/24 very wilted 
L ,G ,16,C ,NA ,,,,,
L ,G ,16,D ,NA ,,,,,
M ,G ,17,C ,1152,,,,,6/25/24 wilted 7/2 wilted 
M ,G ,17,D ,83,,,,,6/25/24 wilted 
M ,G ,18,C ,1361,,,,,6/25/24 wilted 
M ,G ,18,D ,533,,,,,
M ,G ,19,C ,765,,,,,
M ,G ,19,D ,67,,,,,
M ,G ,20,C ,121,,,,,7/2 wilted 
M ,G ,20,D ,891,,,,,6/25/24 wilted 7/2 wilted 
M ,G ,21,C ,193,,,,,
M ,G ,21,D ,926,,,,,6/18/24 wilted 
M ,G ,22,C ,1181,,,,,6/25/24 wilted 
M ,G ,24,C ,1343,,,,,6/18/24 wilted 7/2 wilted 
M ,G ,24,D ,260,,,,,
M ,G ,25,C ,110,,,,,Dead at planting 
M ,G ,25,D ,719,,,,,
M ,G ,26,C ,1195,,,,,
M ,G ,26,D ,132,,,,,6/18/24 wilted 
NA ,G ,27,C ,YO7_6_9 ,NA ,NA ,NA ,NA ,8/20 tape 8/6 dehiscing but still has buds 9/24 annual census
M ,G ,27,D ,313,,,,,7/23 wilted 
M ,G ,28,C ,1111,,,,,
M ,G ,28,D ,15,,,,,6/18/24 very wilted 
M ,G ,29,C ,1041,,,,,6/25/24 wilting 
M ,G ,29,D ,219,,,,,
M ,G ,30,C ,NA ,,,,,
M ,G ,30,D ,NA ,,,,,
NA ,G ,31,C ,TM2_7_5 ,,,,,TM2 fruiting from 2023 
N ,G ,31,D ,1174,,,,,7/2 wilting 
N ,G ,32,C ,901,,,,,
NA ,G ,32,D ,WL2_7_6 ,NA ,NA ,NA ,NA ,7/16 flowers small/ crispy 7/30 new buds emerging 9/24 annual census
N ,G ,33,C ,1090,,,,,
N ,G ,33,D ,277,,,,,
N ,G ,34,C ,238,5.5,3.6,1.9,Y ,
N ,G ,34,D ,196,,,,,
N ,G ,35,C ,1394,3.2,2.8,2.1,N ,
N ,G ,35,D ,300,,,,,
N ,G ,36,C ,1240,3.5,2.3,1.8,N ,
N ,G ,36,D ,733,6.3,2.4,1.9,N ,
N ,G ,37,C ,1122,,,,,
N ,G ,37,D ,261,4,3.2,2.8,N ,
N ,G ,38,C ,123,,,,,
N ,G ,38,D ,1447,5.8,3.2,2.5,N,
N ,G ,39,C ,433,,,,,7/2 wilting 
N ,G ,39,D ,389,,,,,
NA ,G ,40,C ,BH_2_13 ,NA ,NA ,NA ,NA ,9/24 annual census 8/20 tape 8/27 harvested 
N ,G ,40,D ,541,,,,,
N ,G ,41,C ,938,,,,,6/25/24 wilting 
N ,G ,41,D ,1197,,,,,6/25/24 wilting 7/2 wilting 
NA ,G ,42,C ,SC_2_27 ,,,,,6/18 Short Stem 
N ,G ,42,D ,NA ,,,,,
N ,G ,43,C ,514,,,,,6/25/24 no leaves 
N ,G ,43,D ,19,,,,,
N ,G ,44,C ,buffer ,,,,,
N ,G ,44,D ,339,,,,,
N ,G ,45,C ,buffer ,,,,,
N ,G ,45,D ,buffer ,,,,,
N ,H ,1,A ,buffer ,,,,,
N ,H ,1,B ,buffer ,,,,,
N ,H ,2,A ,buffer ,,,,,
N ,H ,2,B ,buffer ,,,,,
N ,H ,3,A ,buffer ,,,,,
N ,H ,3,B ,buffer ,,,,,
N ,H ,4,A ,1500,,,,,6/18/24 wilting 
N ,H ,4,B ,16,,,,,6/18/24 wilting 
NA ,H ,5,A ,SC_4_1 ,,,,,
N ,H ,5,B ,28,,,,,
N ,H ,6,A ,497,,,,,Broken stem at planting 
NA ,H ,6,B ,SC_2_26 ,,,,,
N ,H ,7,A ,723,,,,,
N ,H ,8,A ,155,,,,,
N ,H ,8,B ,362,,,,,
N ,H ,9,B ,NA ,,,,,
O ,H ,10,B ,523,,,,,
NA ,H ,11,B ,IH_2_1 ,NA ,NA ,NA ,NA ,9/24 census 8/6 buds eaten 8/20 only branches 
NA ,H ,12,B ,SC_2_1 ,NA ,NA ,NA ,NA , 6/18/24 Missing 9/24 census
NA ,H ,13,A ,TM2_2_6 ,,,,,
O ,H ,13,B ,166,,,,,
O ,H ,15,B ,1263,,,,,
O ,H ,17,A ,557,,,,,6/18 Wilting 
O ,H ,17,B ,327,,,,,
O ,H ,18,A ,1132,,,,,
O ,H ,18,B ,406,,,,,
O ,H ,19,A ,1149,,,,,
O ,H ,19,B ,1317,,,,,
